Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Carbohydrate,Data.Cholesterol,Data.Fiber,Data.Protein,Data.Water,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Vitamins.Vitamin B12,Result
Infant formula,"Infant formula, powder, made with baby water (Similac Advance Organic)",11710369,0,6.87,2,0,1.37,87.64,4,28,69,0.17,No
Infant formula,"Infant formula, NS as to form (Similac Sensitive)",11710370,0,6.99,2,0,1.4,87.63,5,37,70,0.16,Yes
Infant formula,"Infant formula, ready-to-feed (Similac Sensitive)",11710371,0,6.99,2,0,1.4,87.63,5,37,70,0.16,Yes
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive)",11710372,0,6.99,2,0,1.4,87.63,5,37,70,0.16,No
Infant formula,"Infant formula, powder, made with water, NFS (Similac Sensitive)",11710373,0,6.99,2,0,1.4,87.63,5,37,70,0.16,No
Infant formula,"Infant formula, liquid concentrate, made with tap water (Similac Sensitive)",11710374,0,6.99,2,0,1.4,87.63,5,37,70,0.16,Yes
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive)",11710375,0,6.99,2,0,1.4,87.7,6,37,70,0.16,Yes
Infant formula,"Infant formula, liquid concentrate, made with baby water (Similac Sensitive)",11710376,0,6.99,2,0,1.4,87.63,4,37,70,0.16,No
Infant formula,"Infant formula, powder, made with tap water (Similac Sensitive)",11710377,0,6.99,2,0,1.4,87.63,5,37,70,0.16,Yes
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",11710378,0,6.99,2,0,1.4,87.7,6,37,70,0.16,Yes
Infant formula,"Infant formula, powder, made with baby water (Similac Sensitive)",11710379,0,6.99,2,0,1.4,87.63,4,37,70,0.16,Yes
Infant formula,"Infant formula, NS as to form (Similac for Spit-Up)",11710380,0,6.9,0,0,1.38,87.73,5,36,69,0.16,Yes
Infant formula,"Infant formula, ready-to-feed (Similac for Spit-Up)",11710381,0,6.9,0,0,1.38,87.73,5,36,69,0.16,No
Infant formula,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",11710383,0,6.9,0,0,1.38,87.73,5,36,69,0.16,No
Infant formula,"Infant formula, NS as to form (Similac Expert Care NeoSure)",11710470,0,7.22,2,0,2.01,86.27,7,45,102,0.29,No
Infant formula,"Infant formula, ready-to-feed (Similac Expert Care NeoSure)",11710471,0,7.22,2,0,2.01,86.27,7,45,102,0.29,Yes
Infant formula,"Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure)",11710473,0,7.22,2,0,2.01,86.27,7,45,102,0.29,No
Infant formula,"Infant formula, powder, made with tap water (Similac Expert Care NeoSure)",11710477,0,7.22,2,0,2.01,86.27,7,45,102,0.29,No
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure)",11710478,0,7.22,2,0,2.01,86.34,8,45,102,0.29,Yes
Infant formula,"Infant formula, powder, made with baby water (Similac Expert Care NeoSure)",11710479,0,7.22,2,0,2.01,86.27,6,45,102,0.29,Yes
Infant formula,"Infant formula, NS as to form (Similac Go and Grow)",11710480,0,6.73,0,0,1.98,87.28,7,86,99,0.2,No
Infant formula,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",11710481,0,6.73,0,0,1.98,87.28,7,86,99,0.2,No
Infant formula,"Infant formula, NS as to form (Enfamil Newborn)",11710620,0,7.39,0,0,1.38,87.78,5,28,71,0.2,Yes
Infant formula,"Infant formula, ready-to-feed (Enfamil Newborn)",11710621,0,7.39,0,0,1.38,87.78,5,28,71,0.2,No
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Newborn)",11710626,0,7.39,0,0,1.38,87.78,5,28,71,0.2,Yes
Infant formula,"Infant formula, powder, made with tap water (Enfamil Newborn)",11710627,0,7.39,0,0,1.38,87.78,5,28,71,0.2,Yes
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",11710628,0,7.39,0,0,1.38,87.78,5,28,71,0.2,Yes
Infant formula,"Infant formula, powder, made with baby water (Enfamil Newborn)",11710629,0,7.39,0,0,1.38,87.78,5,28,71,0.2,Yes
Infant formula,"Infant formula, NS as to form (Enfamil Infant)",11710630,0,7.38,0,0,1.4,87.28,6,28,71,0.2,No
Infant formula,"Infant formula, ready-to-feed (Enfamil Infant)",11710631,0,7.38,0,0,1.4,87.28,6,28,71,0.2,No
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",11710632,0,7.38,0,0,1.4,87.28,6,28,71,0.2,No
Infant formula,"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",11710633,0,7.38,0,0,1.4,87.28,6,28,71,0.2,Yes
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",11710634,0,7.38,0,0,1.4,87.35,7,28,71,0.2,No
Infant formula,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",11710635,0,7.38,0,0,1.4,87.28,5,28,71,0.2,No
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Infant)",11710636,0,7.38,0,0,1.4,87.28,6,28,71,0.2,Yes
Infant formula,"Infant formula, powder, made with tap water (Enfamil Infant)",11710637,0,7.38,0,0,1.4,87.28,6,28,71,0.2,Yes
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Infant)",11710638,0,7.38,0,0,1.4,87.35,7,28,71,0.2,No
Infant formula,"Infant formula, powder, made with baby water (Enfamil Infant)",11710639,0,7.38,0,0,1.4,87.28,5,28,71,0.2,No
Infant formula,"Infant formula, NS as to form (Enfamil A.R.)",11710660,0,7.43,0,0,1.6,87.26,6,34,70,0.2,Yes
Infant formula,"Infant formula, ready-to-feed (Enfamil A.R.)",11710661,0,7.43,0,0,1.6,87.26,6,34,70,0.2,Yes
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",11710663,0,7.43,0,0,1.6,87.26,6,34,70,0.2,No
Infant formula,"Infant formula, powder, made with tap water (Enfamil A.R.)",11710664,0,7.43,0,0,1.6,87.26,6,34,70,0.2,Yes
Infant formula,"Infant formula, NS as to form (Enfamil EnfaCare)",11710665,0,7.4,1,0,2,86,6,47,75,0.21,Yes
Infant formula,"Infant formula, ready-to-feed (Enfamil EnfaCare)",11710666,0,7.4,1,0,2,86,6,47,75,0.21,Yes
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil EnfaCare)",11710667,0,7.4,1,0,2,86,6,47,75,0.21,Yes
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",11710668,0,7.43,0,0,1.6,87.33,7,34,70,0.2,No
Infant formula,"Infant formula, powder, made with baby water (Enfamil A.R.)",11710669,0,7.43,0,0,1.6,87.26,5,34,70,0.2,No
Infant formula,"Infant formula, NS as to form (Enfamil Gentlease)",11710670,0,7.25,0,0,1.53,87.31,6,31,72,0.2,No
Infant formula,"Infant formula, ready-to-feed (Enfamil Gentlease)",11710671,0,7.25,0,0,1.53,87.31,6,31,72,0.2,Yes
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Gentlease)",11710673,0,7.25,0,0,1.53,87.31,6,31,72,0.2,No
Infant formula,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",11710674,0,7.4,1,0,2,86,6,47,75,0.21,No
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare)",11710675,0,7.4,1,0,2,86,6,47,75,0.21,Yes
Infant formula,"Infant formula, powder, made with baby water (Enfamil EnfaCare)",11710676,0,7.4,1,0,2,86,6,47,75,0.21,Yes
Infant formula,"Infant formula, powder, made with tap water (Enfamil Gentlease)",11710677,0,7.25,0,0,1.53,87.31,6,31,72,0.2,No
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Gentlease)",11710678,0,7.25,0,0,1.53,87.38,7,31,72,0.2,No
Infant formula,"Infant formula, powder, made with baby water (Enfamil Gentlease)",11710679,0,7.25,0,0,1.53,87.31,5,31,72,0.2,Yes
Infant formula,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions)",11710680,0,7.4,1,0,1.72,87.1,6,55,86,0.2,Yes
Infant formula,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",11710681,0,7.4,1,0,1.72,87.1,6,55,86,0.2,No
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions)",11710683,0,13.06,2,0,3.03,77.31,10,98,152,0.35,Yes
Infant formula,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",11710687,0,7.4,1,0,1.72,87.1,6,55,86,0.2,Yes
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions)",11710688,0,7.4,1,0,1.72,87.17,7,55,86,0.2,Yes
Infant formula,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",11710689,0,7.4,1,0,1.72,87.1,5,55,86,0.2,Yes
Infant formula,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease)",11710690,0,6.87,0,0,1.7,87.3,6,86,86,0.2,No
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease)",11710693,0,6.87,0,0,1.7,87.3,6,86,86,0.2,No
Infant formula,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",11710697,0,6.87,0,0,1.7,87.3,6,86,86,0.2,No
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease)",11710698,0,6.87,0,0,1.7,87.37,7,86,86,0.2,Yes
Infant formula,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease)",11710699,0,6.87,0,0,1.7,87.3,5,86,86,0.2,No
Infant formula,"Infant formula, NS as to form (PediaSure)",11710800,0,11.15,2,0,2.86,80.47,19,76,125,0.57,No
Infant formula,"Infant formula, ready-to-feed (PediaSure)",11710801,0,11.15,2,0,2.86,80.47,19,76,125,0.57,Yes
Infant formula,"Infant formula, with fiber, NS as to form (PediaSure Fiber)",11710805,0,11.28,2,0.5,2.8,80.47,19,80,124,0.56,Yes
Infant formula,"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",11710806,0,11.28,2,0.5,2.8,80.47,19,80,124,0.56,No
Infant formula,"Infant formula, NS as to form (Gerber Good Start Gentle)",11710910,0,7.45,0,0,1.48,87.1,6,25,72,0.22,No
Infant formula,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",11710911,0,7.45,0,0,1.48,87.1,6,25,72,0.22,Yes
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle)",11710912,0,7.45,0,0,1.48,87.1,6,25,72,0.22,Yes
Infant formula,"Infant formula, powder, made with water, NFS (Gerber Good Start Gentle)",11710913,0,7.45,0,0,1.48,87.1,6,25,72,0.22,No
Infant formula,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",11710914,0,7.45,0,0,1.48,87.1,6,25,72,0.22,Yes
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Gentle)",11710915,0,7.45,0,0,1.48,87.18,6,25,72,0.22,Yes
Infant formula,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",11710916,0,7.45,0,0,1.48,87.1,5,25,72,0.22,Yes
Infant formula,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",11710917,0,7.45,0,0,1.48,87.1,6,25,72,0.22,Yes
Infant formula,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",11710918,0,7.45,0,0,1.48,87.18,6,25,72,0.22,No
Infant formula,"Infant formula, powder, made with baby water (Gerber Good Start Gentle)",11710919,0,7.45,0,0,1.48,87.1,5,25,72,0.22,No
Infant formula,"Infant formula, NS as to form (Gerber Good Start Protect)",11710920,0,7.45,0,0,1.48,87.1,6,25,72,0.22,No
Infant formula,"Infant formula, powder, made with water, NFS (Gerber Good Start Protect)",11710923,0,7.45,0,0,1.48,87.1,6,25,72,0.22,Yes
Infant formula,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",11710927,0,7.45,0,0,1.48,87.1,6,25,72,0.22,No
Infant formula,"Infant formula, powder, made with plain bottled water (Gerber Good Start Protect)",11710928,0,7.45,0,0,1.48,87.18,6,25,72,0.22,No
Infant formula,"Infant formula, powder, made with baby water (Gerber Good Start Protect)",11710929,0,7.45,0,0,1.48,87.1,5,25,72,0.22,Yes
Infant formula,"Infant formula, NS as to form (Gerber Graduates Gentle)",11710930,0,7.46,0,0,1.41,87.17,5,68,69,0.21,Yes
Infant formula,"Infant formula, NS as to form (Gerber Graduates Protect)",11710940,0,7.46,0,0,1.41,87.17,5,68,69,0.21,No
Infant formula,"Infant formula, NS as to form (Store Brand)",11710960,0,7.12,1,0,1.38,87.46,6,28,70,0.18,No
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",11710961,0,7.12,1,0,1.38,87.46,6,28,70,0.18,Yes
Infant formula,"Infant formula, powder, made with water, NFS (Store Brand)",11710962,0,7.12,1,0,1.38,87.46,6,28,70,0.18,No
Infant formula,"Infant formula, ready-to-feed (Store Brand)",11710963,0,7.12,1,0,1.38,87.46,6,28,70,0.18,Yes
Infant formula,"Infant formula, liquid concentrate, made with tap water (Store Brand)",11710964,0,7.12,1,0,1.38,87.46,6,28,70,0.18,Yes
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Store Brand)",11710965,0,7.12,1,0,1.38,87.53,6,28,70,0.18,Yes
Infant formula,"Infant formula, liquid concentrate, made with baby water (Store Brand)",11710966,0,7.12,1,0,1.38,87.46,5,28,70,0.18,Yes
Infant formula,"Infant formula, powder, made with tap water (Store Brand)",11710967,0,7.12,1,0,1.38,87.46,6,28,70,0.18,No
Infant formula,"Infant formula, powder, made with plain bottled water (Store Brand)",11710968,0,7.12,1,0,1.38,87.53,6,28,70,0.18,No
Infant formula,"Infant formula, powder, made with baby water (Store Brand)",11710969,0,7.12,1,0,1.38,87.46,5,28,70,0.18,No
Infant formula,"Infant formula, NS as to form (Enfamil ProSobee)",11720310,0,6.86,0,0,1.62,87.42,8,54,78,0.18,Yes
Infant formula,"Infant formula, ready-to-feed (Enfamil ProSobee)",11720311,0,6.86,0,0,1.62,87.42,8,54,78,0.18,No
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee)",11720312,0,6.86,0,0,1.62,87.42,8,54,78,0.18,No
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",11720313,0,6.86,0,0,1.62,87.42,8,54,78,0.18,Yes
Infant formula,"Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee)",11720314,0,6.86,0,0,1.62,87.42,8,54,78,0.18,Yes
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee)",11720315,0,6.86,0,0,1.62,87.49,9,54,78,0.18,No
Infant formula,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",11720316,0,6.86,0,0,1.62,87.42,7,54,78,0.18,No
Infant formula,"Infant formula, powder, made with tap water (Enfamil ProSobee)",11720317,0,6.86,0,0,1.62,87.42,8,54,78,0.18,Yes
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",11720318,0,6.86,0,0,1.62,87.49,9,54,78,0.18,Yes
Infant formula,"Infant formula, powder, made with baby water (Enfamil ProSobee)",11720319,0,6.86,0,0,1.62,87.42,7,54,78,0.18,No
Infant formula,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy)",11720320,0,7.4,0,0,2.07,87.05,8,82,75,0.19,Yes
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy)",11720323,0,7.4,0,0,2.07,87.05,8,82,75,0.19,Yes
Infant formula,"Infant formula, NS as to form (Similac Isomil Soy)",11720410,0,6.73,0,0,1.58,87.67,6,48,70,0.29,Yes
Infant formula,"Infant formula, ready-to-feed (Similac Isomil Soy)",11720411,0,6.73,0,0,1.58,87.67,6,48,70,0.29,Yes
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy)",11720412,0,6.73,0,0,1.58,87.67,6,48,70,0.29,No
Infant formula,"Infant formula, powder, made with water, NFS (Similac Isomil Soy)",11720413,0,6.73,0,0,1.58,87.67,6,48,70,0.29,No
Infant formula,"Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy)",11720414,0,6.73,0,0,1.58,87.67,6,48,70,0.29,No
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy)",11720415,0,6.73,0,0,1.58,87.74,7,48,70,0.29,Yes
Infant formula,"Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy)",11720416,0,6.73,0,0,1.58,87.67,5,48,70,0.29,No
Infant formula,"Infant formula, powder, made with tap water (Similac Isomil Soy)",11720417,0,6.73,0,0,1.58,87.67,6,48,70,0.29,No
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Isomil Soy)",11720418,0,6.73,0,0,1.58,87.74,7,48,70,0.29,Yes
Infant formula,"Infant formula, powder, made with baby water (Similac Isomil Soy)",11720419,0,6.73,0,0,1.58,87.67,5,48,70,0.29,Yes
Infant formula,"Infant formula, NS as to form (Similac Expert Care for Diarrhea)",11720430,0,6.67,0,0.7,1.76,87.78,5,49,71,0.3,No
Infant formula,"Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)",11720431,0,6.67,0,0.7,1.76,87.78,5,49,71,0.3,No
Infant formula,"Infant formula, NS as to form (Gerber Good Start Soy)",11720610,0,7.27,1,0,1.63,87.17,8,41,76,0.2,Yes
Infant formula,"Infant formula, ready-to-feed (Gerber Good Start Soy)",11720611,0,7.27,1,0,1.63,87.17,8,41,76,0.2,Yes
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",11720612,0,7.27,1,0,1.63,87.17,8,41,76,0.2,No
Infant formula,"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",11720613,0,7.27,1,0,1.63,87.17,8,41,76,0.2,Yes
Infant formula,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)",11720614,0,7.27,1,0,1.63,87.17,8,41,76,0.2,Yes
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)",11720615,0,7.27,1,0,1.63,87.24,9,41,76,0.2,Yes
Infant formula,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)",11720616,0,7.27,1,0,1.63,87.17,7,41,76,0.2,Yes
Infant formula,"Infant formula, powder, made with tap water (Gerber Good Start Soy)",11720617,0,7.27,1,0,1.63,87.17,8,41,76,0.2,No
Infant formula,"Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)",11720618,0,7.27,1,0,1.63,87.24,9,41,76,0.2,No
Infant formula,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",11720619,0,7.27,1,0,1.63,87.17,7,41,76,0.2,No
Infant formula,"Infant formula, NS as to form (Gerber Graduates Soy)",11720620,0,7.15,0,0,1.84,87.68,7,70,76,0.2,Yes
Infant formula,"Infant formula, NS as to form (Store Brand Soy)",11720800,0,6.79,0,0,1.6,87.55,7,51,74,0.24,No
Infant formula,"Infant formula, ready-to-feed (Store brand Soy)",11720801,0,6.79,0,0,1.6,87.55,7,51,74,0.24,No
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)",11720802,0,6.79,0,0,1.6,87.55,7,51,74,0.24,Yes
Infant formula,"Infant formula, powder, made with water, NFS (Store Brand Soy)",11720803,0,6.79,0,0,1.6,87.55,7,51,74,0.24,Yes
Infant formula,"Infant formula, powder, made with tap water (Store Brand Soy)",11720807,0,6.79,0,0,1.6,87.55,7,51,74,0.24,No
Infant formula,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",11720808,0,6.79,0,0,1.6,87.62,8,51,74,0.24,No
Infant formula,"Infant formula, powder, made with baby water (Store Brand Soy)",11720809,0,6.79,0,0,1.6,87.55,6,51,74,0.24,Yes
Infant formula,"Infant formula, NS as to form (Enfamil Nutramigen)",11740310,0,6.6,0,0,1.8,87.41,8,40,71,0.19,Yes
Infant formula,"Infant formula, ready-to-feed (Enfamil Nutramigen)",11740311,0,6.6,0,0,1.8,87.41,8,40,71,0.19,No
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen)",11740312,0,6.6,0,0,1.8,87.41,8,40,71,0.19,Yes
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",11740313,0,6.6,0,0,1.8,87.41,8,40,71,0.19,Yes
Infant formula,"Infant formula, NS as to form (PurAmino)",11740320,0,6.6,0,0,1.81,87.49,8,34,71,0.19,Yes
Infant formula,"Infant formula, powder, made with water, NFS (PurAmino)",11740323,0,6.6,0,0,1.81,87.49,8,34,71,0.19,Yes
Infant formula,"Infant formula, NS as to form (Enfamil Pregestimil)",11740400,0,6.83,0,0,1.81,87.23,8,49,71,0.19,No
Infant formula,"Infant formula, ready-to-feed (Enfamil Pregestimil)",11740401,0,6.83,0,0,1.81,87.23,8,49,71,0.19,No
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",11740403,0,6.83,0,0,1.81,87.23,8,49,71,0.19,No
Infant formula,"Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal)",11740511,0,7.21,0,0,1.97,87.5,6,54,64,0.16,Yes
Infant formula,"Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal)",11740521,0,7.21,0,0,1.97,87.78,6,54,64,0.16,No
Milk,"Milk, dry, not reconstituted, NS as to fat content",11810000,0,51.98,20,0,36.16,3.16,110,968,1794,4.03,No
Milk,"Milk, dry, not reconstituted, whole",11811000,0,38.42,97,0,26.32,2.47,85,776,1330,3.25,Yes
Milk,"Milk, dry, not reconstituted, low fat (1%)",11812000,0,51.46,22,0,35.8,3.13,109,958,1776,3.99,Yes
Milk,"Milk, dry, not reconstituted, fat free (skim)",11813000,0,51.98,20,0,36.16,3.16,110,968,1794,4.03,No
Whey,"Whey, sweet, dry",11825000,0,74.46,6,0,12.93,3.19,176,932,2080,2.37,No
Cocoa powder,"Cocoa powder, not reconstituted",11830150,0,57.9,0,37,19.6,3,499,734,1524,0,Yes
Chocolate beverage powder,"Chocolate beverage powder, dry mix, not reconstituted",11830160,0,90.28,0,4.5,4.55,1.1,53,86,280,0,No
Chocolate beverage powder,"Chocolate beverage powder, light, dry mix, not reconstituted",11830165,0,68.31,0,9.1,9.09,7.4,410,500,1705,0,Yes
Milk,"Milk, malted, dry mix, not reconstituted",11830260,0,92.96,0,0,0,1.28,218,0,0,0,Yes
Strawberry beverage powder,"Strawberry beverage powder, dry mix, not reconstituted",11830400,0,99.1,0,0,0.1,0.4,1,5,6,0,Yes
Cream,"Cream, NS as to light, heavy, or half and half",12100100,0,4.3,35,0,3.13,80.57,10,95,132,0.19,Yes
Cream,"Cream, light",12110100,0,3.66,59,0,2.96,73.75,9,92,136,0.14,No
Cream,"Cream, half and half",12120100,0,4.3,35,0,3.13,80.57,10,95,132,0.19,No
Cream,"Cream, half and half, flavored",12120106,0,4.5,34,0,3.07,80.67,10,93,129,0.19,No
